,price,dlc_count,achievements,main_story,multi-language,has_voice_acting,extra_content_hours,independent,rpg,action,adventure,sim,casual,success
15256,0.99,0,20,7.15,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
15257,4.99,0,10,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0
15258,4.99,0,0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15260,7.99,0,0,6.4,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
15261,9.99,0,31,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
15263,4.99,0,0,0.58,0.0,0.0,8.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15264,4.99,1,6,1.52,1.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15265,10.99,1,15,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15268,0.0,0,18,0.92,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
15269,9.99,0,3,0.5,1.0,1.0,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15270,14.99,1,22,8.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
15273,0.0,1,0,2.88,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15274,9.99,1,0,17.7,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15275,29.99,0,29,2.48,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15279,3.99,0,9,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
15280,9.99,0,0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
15282,14.99,0,47,3.68,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
15283,3.79,0,9,3.2,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
15284,4.99,3,11,2.55,1.0,0.0,0.6200000000000001,1.0,0.0,0.0,1.0,0.0,1.0,1.0
15285,0.0,0,0,2.02,0.0,0.0,10.280000000000001,0.0,1.0,0.0,0.0,0.0,0.0,1.0
15286,14.99,0,46,5.77,1.0,0.0,3.6500000000000004,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15287,8.99,1,11,1.8,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
15288,9.99,0,35,1.2,1.0,0.0,2.63,1.0,0.0,0.0,1.0,1.0,1.0,0.0
15289,6.99,0,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15291,0.99,0,0,1.68,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
15292,17.99,0,66,2.68,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15293,2.99,0,10,0.57,0.0,1.0,0.5100000000000001,1.0,0.0,0.0,1.0,0.0,0.0,0.0
15294,6.99,0,0,3.55,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15295,4.99,0,41,0.83,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15296,11.99,1,12,5.0,1.0,1.0,1.08,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15298,4.99,0,16,0.62,0.0,0.0,1.38,1.0,0.0,1.0,1.0,0.0,0.0,1.0
15300,4.99,0,10,5.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15301,7.99,0,13,1.63,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15302,4.99,0,15,2.48,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15307,9.99,0,21,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15308,7.99,0,8,1.33,1.0,1.0,0.16999999999999993,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15310,2.99,0,10,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
15311,0.99,0,0,5.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15313,4.54,0,0,1.9,0.0,0.0,2.35,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15315,2.99,0,8,1.2,1.0,1.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15316,2.99,0,10,1.17,1.0,0.0,0.16000000000000014,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15317,4.99,0,0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
15319,4.99,0,11,1.68,0.0,0.0,0.29000000000000004,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15320,9.99,0,36,4.55,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15321,5.99,1,43,1.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
15322,13.99,0,0,2.9,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15323,1.99,0,0,4.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
15324,11.99,0,75,10.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
15325,1.79,0,15,1.42,0.0,0.0,0.43000000000000016,1.0,0.0,0.0,1.0,0.0,1.0,1.0
15326,9.99,0,9,4.98,0.0,0.0,11.27,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15327,2.99,0,23,2.1,0.0,1.0,3.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15328,19.99,1,18,0.72,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
15330,14.99,0,23,8.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15331,19.99,0,35,1.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
15333,24.99,0,3,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15334,4.99,1,16,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
15335,2.99,0,0,0.83,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
15336,0.99,1,0,1.92,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
15337,14.99,0,20,3.67,1.0,0.0,5.91,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15338,19.99,1,54,14.78,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15342,2.99,0,0,1.57,1.0,1.0,0.5999999999999999,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15345,9.99,0,0,0.58,1.0,0.0,3.2399999999999998,1.0,0.0,0.0,1.0,1.0,1.0,0.0
15346,4.99,0,0,0.75,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15348,2.99,0,0,2.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15349,4.99,1,27,3.0,1.0,0.0,0.9300000000000002,0.0,0.0,1.0,0.0,0.0,1.0,1.0
15351,4.99,0,26,0.25,1.0,0.0,14.77,1.0,1.0,1.0,0.0,0.0,0.0,1.0
15354,4.99,0,25,2.03,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
15359,9.99,0,15,3.5,0.0,1.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0
15360,9.99,0,29,7.85,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15361,9.99,0,15,3.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
15362,9.99,1,22,1.25,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
15365,9.99,0,30,5.35,1.0,0.0,6.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0
15366,7.99,0,0,3.72,0.0,1.0,0.029999999999999805,1.0,0.0,0.0,1.0,0.0,0.0,0.0
15367,5.99,0,30,4.13,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
15368,1.99,0,14,0.17,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15369,5.99,0,29,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15372,7.99,0,55,1.37,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15373,6.99,1,47,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15374,1.99,1,17,1.7,1.0,0.0,0.30000000000000004,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15375,6.99,0,0,6.63,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
15377,21.99,0,11,3.4,1.0,0.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15379,9.99,0,10,10.67,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15380,1.99,0,26,0.6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15381,2.99,0,4,2.17,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
15382,0.59,0,3,1.3,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
15383,1.49,0,0,5.63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
15386,3.49,0,0,2.18,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15388,9.99,0,0,4.7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
15389,2.99,0,15,5.75,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15391,14.99,0,0,3.8,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15393,4.99,0,10,2.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15397,6.99,0,0,3.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
15398,3.99,0,10,1.0,0.0,0.0,0.6699999999999999,1.0,0.0,1.0,0.0,1.0,0.0,1.0
15399,0.99,0,10,0.87,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
15400,39.99,7,36,12.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
15401,4.99,0,30,10.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15406,12.99,0,13,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
15407,6.99,0,0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
15409,1.99,0,0,0.35,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15413,4.99,0,5,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15415,4.99,0,7,1.37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15416,4.99,1,0,0.98,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
15417,14.99,0,0,31.1,0.0,1.0,32.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
15418,9.99,0,0,2.38,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
15419,9.99,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
15420,4.99,0,15,2.13,1.0,0.0,0.25,1.0,1.0,1.0,1.0,0.0,0.0,0.0
15422,0.0,0,7,1.92,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15426,9.99,0,0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15430,1.99,0,32,3.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
15431,0.99,0,0,4.4,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15435,6.99,0,0,6.5,1.0,0.0,1.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0
15438,2.99,1,10,6.6,0.0,1.0,0.41999999999999993,1.0,0.0,0.0,0.0,1.0,1.0,1.0
15439,0.99,0,7,0.32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
15440,19.99,0,25,10.0,1.0,1.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
15441,3.99,0,0,1.12,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15442,3.99,0,0,3.55,0.0,1.0,0.9300000000000006,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15445,0.0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15449,4.99,0,10,0.57,0.0,1.0,0.8099999999999999,1.0,0.0,1.0,0.0,0.0,1.0,1.0
15451,7.99,0,0,3.37,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15452,6.99,0,10,3.63,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15454,1.99,0,10,0.8,0.0,0.0,0.019999999999999907,1.0,0.0,0.0,1.0,0.0,1.0,1.0
15455,1.94,0,0,2.8,1.0,1.0,3.5300000000000002,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15459,3.99,0,0,2.25,0.0,0.0,4.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15461,11.99,0,11,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15462,11.99,0,7,6.77,1.0,0.0,2.7300000000000004,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15463,3.99,0,0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15465,8.99,0,1,3.32,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
15469,0.0,1,10,0.78,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15470,2.99,0,10,0.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15471,4.99,1,19,1.18,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
15472,5.99,0,0,2.85,0.0,1.0,0.33000000000000007,1.0,0.0,0.0,1.0,0.0,1.0,1.0
15475,3.99,0,27,8.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15476,9.99,0,15,1.03,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15477,4.99,0,0,3.27,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
15479,5.99,0,0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15481,4.99,0,11,2.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
15482,3.99,1,7,0.58,0.0,1.0,1.42,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15484,1.19,1,0,0.43,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15485,29.99,0,24,12.12,0.0,0.0,3.7600000000000016,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15486,9.99,0,20,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15487,1.99,0,0,1.6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15488,4.99,1,16,1.22,1.0,0.0,0.1100000000000001,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15490,4.99,0,33,0.5,0.0,0.0,3.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15492,5.99,0,12,2.05,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15495,14.99,1,14,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15497,7.99,0,1,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15498,5.99,0,0,1.63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15499,7.99,0,0,2.53,1.0,1.0,2.5900000000000003,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15500,4.99,0,8,0.83,1.0,1.0,0.33999999999999997,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15501,0.99,0,21,1.5,0.0,1.0,4.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15502,14.99,3,26,36.48,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
15504,6.99,0,43,13.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
15507,9.99,0,10,5.23,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15512,1.99,0,19,0.57,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15513,5.99,0,0,0.63,0.0,0.0,3.4699999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15514,1.99,0,12,0.33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15523,4.99,0,0,2.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15529,4.99,0,26,1.83,1.0,0.0,0.54,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15530,9.99,0,0,2.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15533,2.99,0,4,0.35,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
15535,2.99,0,0,0.52,0.0,0.0,0.15000000000000002,1.0,1.0,1.0,1.0,0.0,0.0,1.0
15536,1.99,0,0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
15538,0.99,0,20,6.97,1.0,0.0,1.1499999999999995,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15539,8.99,0,15,1.45,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
15540,3.99,0,8,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15541,4.99,0,14,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
15543,7.99,0,44,6.8,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
15545,9.99,0,0,3.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
15546,19.99,0,21,7.67,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
15547,0.55,0,100,0.52,1.0,1.0,1.41,1.0,0.0,0.0,1.0,1.0,1.0,1.0
15550,7.99,0,0,6.9,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15552,24.99,0,0,2.9,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15553,3.99,0,31,4.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
15555,6.99,0,0,5.2,1.0,1.0,0.6299999999999999,0.0,0.0,0.0,1.0,1.0,1.0,1.0
15556,4.99,0,0,0.23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
15558,2.99,0,14,3.05,1.0,0.0,0.9300000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0
15559,1.99,0,17,2.5,1.0,0.0,36.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15560,2.99,0,10,0.1,0.0,1.0,0.15,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15563,0.0,0,15,0.43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
15565,4.99,1,12,2.03,1.0,0.0,14.72,1.0,0.0,1.0,0.0,0.0,1.0,0.0
15568,1.99,0,0,3.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
15570,0.99,0,11,0.17,0.0,0.0,0.1,1.0,0.0,1.0,0.0,1.0,1.0,0.0
15573,4.99,0,7,0.98,0.0,0.0,0.21999999999999997,1.0,0.0,0.0,1.0,0.0,0.0,0.0
15574,19.99,1,45,9.33,1.0,1.0,15.950000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0
15576,10.99,0,17,0.5,1.0,1.0,2.38,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15580,2.99,0,14,1.17,1.0,0.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0
15583,9.99,0,17,2.23,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
15586,9.99,0,29,7.0,1.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15588,4.99,0,18,1.57,1.0,0.0,0.22999999999999998,1.0,0.0,1.0,1.0,0.0,0.0,1.0
15589,4.99,0,0,3.08,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15590,9.99,0,0,27.62,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
15591,9.99,0,0,16.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
15592,6.99,0,0,1.02,0.0,1.0,0.55,0.0,0.0,0.0,1.0,0.0,1.0,1.0
15594,0.99,0,0,0.68,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
15595,2.99,0,0,1.98,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
15597,4.99,0,0,2.92,1.0,1.0,0.5800000000000001,1.0,0.0,1.0,1.0,1.0,1.0,0.0
15601,9.99,0,8,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15604,2.99,0,50,4.65,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
15606,4.99,0,0,0.25,0.0,0.0,1.33,0.0,0.0,1.0,0.0,1.0,1.0,1.0
15607,14.99,0,36,5.3,1.0,0.0,4.78,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15608,6.99,0,0,0.25,1.0,0.0,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15609,12.99,0,0,1.27,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15610,10.99,1,19,4.12,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
15614,9.99,0,0,2.62,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
15615,7.99,0,0,0.67,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15620,1.99,0,10,0.53,1.0,0.0,1.2,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15621,0.0,0,7,1.18,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
15622,6.99,0,33,6.8,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
15624,0.99,0,0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15625,2.99,0,0,0.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
15626,2.99,0,0,1.13,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15627,6.99,0,0,1.17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
15630,7.49,0,0,7.2,0.0,0.0,15.100000000000001,1.0,0.0,0.0,1.0,0.0,1.0,1.0
15631,2.0,0,15,1.12,1.0,0.0,0.8799999999999999,1.0,0.0,1.0,1.0,0.0,0.0,1.0
15633,2.99,0,25,0.5,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0
15636,2.99,0,0,1.05,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
15637,0.99,1,10,0.58,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
15639,9.99,0,13,2.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
15640,24.99,0,23,7.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15641,9.99,0,0,2.32,0.0,0.0,1.6800000000000002,1.0,0.0,1.0,0.0,0.0,1.0,0.0
15643,9.99,0,56,1.73,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
15647,3.99,0,19,1.53,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15652,9.99,0,6,2.9,0.0,1.0,3.1300000000000003,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15654,2.99,0,9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15655,6.99,0,25,1.17,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
15658,9.99,0,15,3.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15659,7.99,0,20,0.17,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
15660,8.99,0,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15663,4.79,1,23,3.37,1.0,0.0,3.26,1.0,0.0,0.0,1.0,0.0,1.0,1.0
15665,0.99,0,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15668,7.99,0,16,5.33,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
15669,5.99,0,19,4.0,0.0,0.0,2.12,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15670,1.99,0,21,3.25,0.0,0.0,1.9000000000000004,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15671,8.99,0,0,2.22,0.0,1.0,4.359999999999999,0.0,0.0,1.0,1.0,0.0,0.0,0.0
15672,4.99,0,0,4.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15674,5.99,0,0,0.92,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
15677,4.99,0,24,1.63,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
15678,14.99,2,23,6.2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
15681,0.0,0,0,0.18,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15683,0.0,0,15,0.27,0.0,0.0,0.8500000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15686,2.99,0,7,1.83,0.0,1.0,0.3500000000000001,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15687,7.49,0,10,1.73,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
15689,2.99,0,1,0.53,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15690,9.99,1,10,1.08,0.0,1.0,0.24,1.0,0.0,0.0,1.0,0.0,0.0,0.0
15692,4.99,0,0,2.37,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15693,0.99,0,0,2.37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
15695,2.99,0,13,1.48,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15696,6.99,0,0,1.67,1.0,1.0,1.33,0.0,0.0,0.0,1.0,0.0,0.0,1.0
15697,17.99,0,53,7.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
