,price,dlc_count,achievements,main_story,multi-language,has_voice_acting,extra_content_hours,independent,rpg,action,adventure,sim,casual,success
1856,1.99,0,32,12.37,1.0,1.0,0.9000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1857,2.99,1,10,1.03,1.0,1.0,0.19999999999999996,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1859,7.91,1,10,12.77,1.0,0.0,2.9299999999999997,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1860,19.99,0,46,11.98,1.0,0.0,26.290000000000003,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1861,24.99,1,38,9.93,1.0,0.0,15.52,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1862,4.99,0,61,3.77,1.0,1.0,10.200000000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1863,29.99,2,23,5.33,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1865,17.99,1,16,5.05,0.0,1.0,8.030000000000001,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1868,9.99,1,11,2.2,1.0,1.0,10.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1869,24.99,3,50,20.02,1.0,1.0,15.48,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1870,7.99,1,0,1.35,1.0,0.0,1.67,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1871,0.99,2,45,40.75,1.0,1.0,16.869999999999997,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1872,19.99,1,38,8.53,1.0,1.0,11.140000000000002,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1873,19.99,2,33,9.47,1.0,0.0,11.700000000000001,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1874,19.99,1,30,3.93,1.0,1.0,8.89,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1875,22.99,0,37,12.43,0.0,0.0,23.869999999999997,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1876,14.99,2,54,1.12,1.0,0.0,3.05,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1877,5.99,0,8,4.07,1.0,0.0,1.1999999999999993,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1878,19.99,0,31,5.7,1.0,0.0,5.7700000000000005,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1879,1.99,1,555,0.9,1.0,1.0,0.31999999999999995,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1880,9.99,2,29,6.12,1.0,1.0,3.5100000000000007,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1881,13.99,1,30,5.67,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1882,24.99,0,70,9.6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
1884,0.0,1,7,0.42,1.0,0.0,0.55,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1885,24.99,1,47,7.53,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1886,9.99,0,27,4.48,0.0,1.0,0.21999999999999975,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1887,10.99,0,49,3.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1888,8.99,1,20,3.02,1.0,1.0,2.28,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1891,19.99,1,50,30.2,1.0,1.0,31.3,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1892,1.99,0,20,8.95,0.0,1.0,7.050000000000001,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1893,29.99,14,35,4.13,1.0,1.0,13.240000000000002,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1894,9.99,0,20,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1895,0.0,0,0,13.63,0.0,1.0,5.35,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1897,24.99,2,80,12.3,1.0,0.0,48.03,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1898,2.99,1,22,4.1,1.0,0.0,5.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1899,19.99,3,32,11.33,1.0,1.0,6.4399999999999995,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1900,14.99,0,38,4.28,1.0,1.0,35.97,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1901,19.99,0,56,25.17,1.0,0.0,41.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1902,9.99,1,17,3.45,1.0,1.0,1.3999999999999995,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1903,14.99,2,43,13.0,1.0,0.0,21.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1905,14.99,1,30,3.83,0.0,1.0,39.95,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1906,4.99,0,0,0.58,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1907,29.99,0,0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1908,11.99,0,53,2.67,1.0,0.0,9.95,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1909,0.49,2,109,0.72,1.0,0.0,0.050000000000000044,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1910,19.99,2,35,15.65,1.0,0.0,9.299999999999999,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1911,4.99,0,70,11.62,1.0,0.0,9.200000000000001,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1913,19.99,0,21,3.22,1.0,0.0,0.8500000000000001,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1914,19.99,1,0,18.4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1916,14.99,1,18,10.53,1.0,1.0,19.270000000000003,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1917,29.99,0,29,6.85,1.0,1.0,9.42,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1918,0.99,1,17,0.45,1.0,0.0,0.39999999999999997,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1919,4.99,1,29,5.02,0.0,1.0,22.81,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1920,4.99,4,29,6.25,1.0,1.0,25.63,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1922,1.19,0,27,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
1924,0.99,0,1,1.77,1.0,1.0,0.10000000000000009,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1925,19.24,1,57,17.57,1.0,1.0,24.83,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1926,0.74,1,36,4.27,0.0,0.0,2.4800000000000004,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1927,0.0,0,0,0.68,1.0,1.0,9.82,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1929,19.99,1,21,16.27,1.0,0.0,6.41,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1930,1.99,1,2130,1.07,1.0,1.0,0.3799999999999999,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1931,0.0,0,8,0.6,0.0,0.0,0.030000000000000027,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1932,19.99,12,35,35.88,0.0,1.0,48.300000000000004,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1933,5.99,1,0,1.85,1.0,1.0,0.77,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1935,14.99,1,61,2.3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1936,14.99,0,0,2.33,0.0,1.0,1.37,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1937,0.99,1,100,0.15,0.0,1.0,0.23,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1938,1.99,0,18,2.25,1.0,1.0,18.6,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1940,0.99,1,4497,1.37,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1941,29.99,0,27,5.13,1.0,1.0,3.5900000000000007,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1944,24.99,0,11,12.9,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1945,5.99,0,11,8.25,0.0,0.0,6.529999999999999,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1946,9.99,5,103,5.33,1.0,1.0,13.200000000000001,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1947,0.0,0,0,0.33,0.0,1.0,0.03999999999999998,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1948,0.0,0,33,5.85,0.0,0.0,2.530000000000001,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1949,22.99,1,31,2.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1950,9.99,0,33,2.35,1.0,1.0,9.97,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1951,0.0,0,5,0.4,0.0,1.0,0.07999999999999996,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1952,1.59,0,31,1.78,1.0,1.0,2.54,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1953,0.0,1,3,0.77,0.0,0.0,0.48,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1954,29.99,0,43,15.35,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1955,19.99,2,0,13.88,1.0,0.0,28.669999999999995,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1956,9.99,0,31,16.17,1.0,0.0,24.979999999999997,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1957,19.99,0,36,11.13,1.0,1.0,2.799999999999999,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1959,4.99,0,10,0.77,1.0,1.0,1.31,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1960,0.0,1,0,0.08,0.0,0.0,0.039999999999999994,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1961,19.99,1,71,16.27,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1962,19.99,0,0,1.97,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1963,2.99,1,0,1.42,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1964,4.99,5,40,8.18,1.0,0.0,12.57,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1965,0.0,0,26,8.37,0.0,1.0,2.2300000000000004,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1966,4.99,1,35,6.13,0.0,0.0,3.3,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1967,0.49,0,10,1.58,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1968,14.99,1,110,19.38,1.0,0.0,21.820000000000004,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1969,14.99,2,123,9.68,1.0,0.0,8.89,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1970,19.99,0,18,5.83,1.0,0.0,38.02,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1972,4.99,1,140,6.67,0.0,0.0,15.13,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1973,14.99,0,10,0.97,0.0,0.0,3.0300000000000002,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1974,11.99,7,75,1.57,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1975,14.99,0,36,8.95,1.0,0.0,39.400000000000006,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1976,9.99,0,17,1.93,1.0,0.0,1.89,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1977,7.99,1,0,1.62,1.0,0.0,0.25,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1978,39.99,1,37,16.2,1.0,1.0,37.22,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1979,0.49,0,100,0.33,1.0,1.0,0.7999999999999998,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1981,24.99,3,57,18.75,1.0,0.0,36.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1982,39.99,3,14,4.52,1.0,0.0,1.1000000000000005,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1983,1.99,4,27,19.35,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1984,4.99,1,19,3.32,0.0,1.0,0.7799999999999998,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1986,9.99,0,0,10.35,1.0,1.0,25.65,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1989,24.99,1,0,29.75,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1990,6.49,0,194,7.02,1.0,1.0,17.98,1.0,1.0,0.0,0.0,0.0,1.0,1.0
1991,9.99,1,20,7.45,1.0,1.0,6.2700000000000005,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1993,29.99,2,35,13.9,1.0,1.0,7.770000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,14.99,0,8,6.82,1.0,0.0,1.4100000000000001,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1996,24.99,1,42,23.37,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1997,12.49,0,27,27.52,0.0,0.0,13.750000000000004,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1998,2.99,2,100,0.98,1.0,0.0,1.3399999999999999,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2000,9.99,1,78,7.5,1.0,0.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2002,19.99,1,18,5.85,1.0,0.0,2.9800000000000004,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2003,19.99,2,52,7.58,1.0,0.0,1.2200000000000006,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2005,29.99,3,40,22.12,1.0,1.0,17.099999999999998,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2006,7.99,5,19,3.17,1.0,0.0,2.5600000000000005,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2007,2.99,0,0,13.22,0.0,1.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2008,14.99,1,22,2.95,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2010,9.99,4,29,31.67,1.0,1.0,27.46,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,29.99,13,54,16.5,1.0,1.0,22.369999999999997,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2012,4.99,1,0,5.13,0.0,1.0,1.1900000000000004,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2013,14.99,0,0,8.1,0.0,0.0,3.4800000000000004,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2014,14.99,1,20,7.45,1.0,0.0,11.18,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2015,9.99,1,20,43.55,1.0,0.0,31.549999999999997,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016,9.99,0,0,8.33,0.0,0.0,5.07,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2017,29.99,2,60,18.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2018,14.99,2,35,10.25,0.0,1.0,28.770000000000003,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2019,1.49,10,35,8.07,1.0,1.0,3.76,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2020,19.99,3,30,11.48,1.0,1.0,1.67,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2021,18.99,1,53,24.17,0.0,1.0,26.159999999999997,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2022,19.99,1,37,5.82,1.0,0.0,6.6,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2024,14.99,9,99,22.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2027,14.99,3,15,17.2,0.0,0.0,9.379999999999999,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2028,9.99,2,39,9.42,1.0,0.0,10.35,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2029,24.99,4,46,14.05,1.0,1.0,9.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2030,1.99,1,17,10.02,1.0,1.0,5.66,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2033,1.99,1,100,1.07,1.0,1.0,0.6099999999999999,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2035,0.99,0,50,0.75,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2036,14.99,6,30,16.17,1.0,1.0,15.829999999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2037,19.99,3,49,8.92,1.0,0.0,7.26,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2038,4.99,0,0,1.8,0.0,0.0,1.9200000000000002,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2039,19.99,0,123,20.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2040,0.0,0,20,1.62,1.0,0.0,0.34999999999999987,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2041,3.99,0,27,6.3,1.0,1.0,0.35000000000000053,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2042,14.99,2,35,5.37,1.0,1.0,4.4799999999999995,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2043,7.99,2,37,3.4,0.0,1.0,13.67,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2044,1.99,1,1043,1.02,1.0,1.0,0.08000000000000007,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2045,19.99,1,15,11.2,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2046,6.99,0,0,7.75,1.0,1.0,2.33,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2047,19.99,1,39,13.2,1.0,0.0,24.820000000000004,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2048,8.99,0,0,9.48,1.0,1.0,7.890000000000001,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2049,19.99,4,50,12.97,1.0,1.0,26.28,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2050,9.99,0,24,3.1,0.0,1.0,3.8299999999999996,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2051,3.74,0,0,5.45,1.0,1.0,3.329999999999999,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2052,24.99,1,30,5.67,1.0,0.0,10.959999999999999,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2053,24.99,0,0,7.67,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2055,16.99,1,19,7.2,1.0,0.0,4.1499999999999995,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2056,19.99,1,0,13.33,1.0,0.0,2.8400000000000016,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2057,9.99,0,74,4.57,0.0,0.0,26.81,0.0,1.0,1.0,1.0,0.0,1.0,1.0
2061,34.99,3,42,17.52,1.0,0.0,20.349999999999998,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2062,39.99,1,40,9.8,1.0,1.0,14.27,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2063,16.99,0,30,16.03,1.0,1.0,24.740000000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2065,1.99,2,29,7.55,1.0,1.0,2.4699999999999998,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2066,19.99,0,0,7.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
2067,18.74,4,152,2.88,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2069,19.99,1,43,13.62,1.0,1.0,25.800000000000004,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2071,24.99,7,44,10.77,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
2073,0.0,1,40,2.15,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2075,16.09,0,0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2076,4.99,1,45,7.48,1.0,0.0,8.7,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2077,49.99,0,50,9.95,1.0,1.0,13.7,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2078,6.99,1,118,6.5,1.0,0.0,38.72,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2079,4.99,2,13,1.0,0.0,1.0,1.8199999999999998,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2080,9.99,0,21,5.6,1.0,0.0,2.2,0.0,1.0,0.0,1.0,0.0,1.0,1.0
2081,0.0,7,51,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2082,14.99,0,52,6.07,1.0,0.0,37.81,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2083,17.99,0,14,2.65,0.0,1.0,3.9499999999999997,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2084,14.99,0,0,24.65,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2088,19.99,1,0,2.87,0.0,1.0,7.55,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2091,4.99,0,96,12.5,1.0,0.0,22.58,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2092,0.49,1,240,2.72,1.0,1.0,1.6599999999999997,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2094,10.99,1,30,4.33,1.0,1.0,19.72,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2095,9.99,0,0,2.12,1.0,1.0,1.8599999999999999,1.0,1.0,0.0,0.0,1.0,0.0,1.0
2096,16.99,2,42,9.68,1.0,0.0,6.600000000000001,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2097,19.99,6,84,6.2,1.0,0.0,29.77,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2098,15.99,2,26,11.47,1.0,1.0,6.209999999999999,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2099,12.99,0,39,3.63,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,19.99,1,23,9.67,1.0,0.0,18.03,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2101,14.99,2,36,7.42,0.0,0.0,11.08,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2102,9.99,1,31,1.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2104,2.49,17,35,23.7,1.0,1.0,49.22,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2105,6.99,0,0,27.78,1.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2106,24.99,5,101,9.83,1.0,0.0,10.999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2107,29.99,0,38,18.0,1.0,1.0,7.629999999999999,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2108,0.0,0,5,1.57,1.0,0.0,2.5299999999999994,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2109,19.99,1,28,13.48,1.0,0.0,7.219999999999999,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2110,11.99,0,34,3.28,1.0,0.0,2.2900000000000005,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2111,9.99,0,20,4.0,0.0,0.0,14.219999999999999,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2114,4.99,0,4,10.17,1.0,1.0,9.430000000000001,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2115,9.99,0,10,2.17,1.0,0.0,0.48,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2117,19.99,0,3,7.52,0.0,1.0,26.830000000000002,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2118,19.99,1,49,21.05,1.0,0.0,5.849999999999998,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2119,29.99,16,6,2.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2121,0.0,1,8,1.7,1.0,0.0,0.7500000000000002,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2122,0.99,0,7,0.35,1.0,1.0,1.85,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2123,5.24,0,15,1.2,1.0,0.0,0.78,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2125,17.99,1,6,12.73,1.0,0.0,1.9399999999999995,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2127,9.99,2,26,9.42,1.0,1.0,0.9800000000000004,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2130,1.99,0,0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2131,19.99,2,35,4.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2133,39.99,1,66,12.82,1.0,1.0,18.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2134,7.49,0,89,18.47,1.0,1.0,13.759999999999998,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2135,1.99,1,2448,1.27,1.0,1.0,0.45999999999999996,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2136,14.99,0,12,3.72,1.0,0.0,9.36,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2138,19.99,1,20,2.75,1.0,0.0,35.62,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2139,0.0,0,0,0.85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2140,7.99,0,40,11.75,1.0,0.0,25.82,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2141,1.99,2,10,2.32,0.0,0.0,1.5100000000000002,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2142,14.99,0,26,2.02,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2143,29.99,1,33,7.25,1.0,0.0,12.7,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2144,9.99,3,30,13.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2145,39.99,0,20,24.2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
2148,5.99,0,0,6.12,1.0,1.0,2.2299999999999995,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2149,19.99,1,33,33.57,1.0,0.0,38.46,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2150,9.99,5,90,24.15,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2151,6.69,0,27,27.88,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2152,29.99,0,44,6.25,1.0,1.0,3.880000000000001,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2153,1.19,1,0,4.82,1.0,0.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2154,0.0,2,0,1.1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2155,19.99,1,17,2.5,1.0,0.0,0.27,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2156,29.99,0,21,19.08,0.0,1.0,5.600000000000001,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2157,9.99,1,30,16.42,1.0,1.0,39.51,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2158,12.99,0,48,12.85,1.0,1.0,8.229999999999999,1.0,1.0,0.0,1.0,1.0,0.0,0.0
2160,24.99,2,26,4.65,1.0,1.0,3.3499999999999996,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2162,2.99,0,22,5.73,1.0,1.0,2.369999999999999,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2163,6.99,0,13,0.73,1.0,0.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2164,19.99,2,29,18.6,1.0,1.0,9.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2166,8.49,1,53,4.95,1.0,0.0,8.879999999999999,1.0,0.0,1.0,0.0,0.0,0.0,1.0
